House_ID,Date_Sold,City,Area_sqft,Bedrooms,Bathrooms,Garage,Year_Built,Price,Owner_Name,Contact,Email,Property_Type,Furnished,Floor_No,Total_Floors,Latitude,Longitude,Loan_Status,Registration_Price,Notes
H3330,03/01/21,Puri,2235,Three,3,Y,2023,3.7M,Arun,9803882481,arun@gmail,Villa,Yes,0,2,19.6791,86.1203,Rejected,13311583,Good property
H7169,2023/01/13,Cuttack,2667,Three,3,YES,2018,7334090,Rakesh,7673804210,rakesh@gmail.com,Apartment,N,Ground,11,19.6434,86.242,Approved,5276424,Suspicious price
H0873,2020-05-03,Bhubaneswar,2201 sqft,1,3,Y,2028,3009631,Meena,7774957071,meena@gmail,APT,Y,1,5,19.8038,85.838,Approved,7256243,
H6118,2022/01/20,BBSR,1630,4,1,YES,2028,2925416,Rajesh,98765abcde,rajesh@yahoo.com,House,Yes,1,14,19.5577,85.6344,Approved,11964223,Old house
H6683,06/02/23,Cuttack,3019 sqft,3,3,Y,1983,4736973,Rakesh,0000000000,rakesh@gmail,APT,Yes,2,10,19.5257,85.9399,Pending,13418943,Old house
H5593,08/05/21,BBSR,2356,4,2,No,2028,8092948,Rajesh,0000000000,rajesh@outlook.com,Flat,N,G,10,19.95,86.3854,Pending,9537112,
H1134,2024/10/30,BBSR,1724 sqft,1,2,YES,2028,8199386,Arun,0000000000,arun#gmail.com,Villa,N,1,14,19.8774,85.5862,Approved,13547666,
H4064,2020/12/22,BBSR,3021,Two,3,N,2028,11326809,Vikas,8921696289,vikas#gmail.com,House,No,2,14,19.5505,85.6644,Pending,3272225,Old house
H0306,2020/07/21,Bhubaneshwar,2129 sqft,2,3,No,1986,6.8M,Rakesh,0000000000,rakesh@gmail,Villa,No,Ground,9,19.7718,85.662,Rejected,9594773,Good property
H2994,2021/12/09,Cuttack,2403,4,3,Yes,2023,11.8M,Unknown,9991617367,unknown@yahoo.com,Villa,Yes,Ground,5,20.4301,85.5272,Approved,4624365,Old house
H1969,24/08/22,Bhubaneswar,3247,Three,1,Y,2024,5.0M,Rajesh,0000000000,rajesh@gmail,Apartment,Yes,Ground,14,20.3504,85.7977,Rejected,3126957,Old house
H7551,25/12/20,Bhubaneshwar,1797,Two,1,N,2028,5343096,Rakesh,0000000000,rakesh@gmail,Apartment,Yes,1,9,20.2949,85.8668,Approved,4284304,Good property
H7272,2024/09/03,Bhubaneswar,3155,Two,1,YES,2008,14896860,Unknown,0000000000,unknown@gmail,House,N,1,10,19.6789,86.4959,Approved,9722818,
H4859,2023/11/17,Cuttack,2213,2,1,Y,2015,8288472,Arun,98765abcde,arun#gmail.com,Flat,N,2,6,19.8604,86.2688,Pending,4802810,
H6013,13/07/20,BBSR,3716,4,3,N,2017,9575188,Rakesh,98765abcde,rakesh#gmail.com,Flat,Yes,0,9,19.6548,85.6849,Pending,3612211,
H7508,2021/12/14,Bhubaneshwar,2162,Three,2,N,2013,2642055,Amit,9320743675,amit@outlook.com,APT,Yes,Ground,1,19.9005,86.3696,Rejected,2885300,Suspicious price
H2902,29/12/24,Bhubaneshwar,669,2,3,Y,2028,11065280,Amit,98765abcde,amit#gmail.com,Villa,No,2,13,19.8449,86.1553,Pending,6733639,
H0818,19/06/22,Cuttack,1070,3,3,No,2028,5426816,Vikas,8821280463,vikas@gmail,Apartment,Yes,G,8,20.3919,85.9839,Pending,12825909,Suspicious price
H2481,2022/08/20,Puri,3971 sqft,4,4,No,2028,11.8M,Rakesh,0000000000,rakesh#gmail.com,House,Y,3,1,20.3432,85.5188,Pending,11676408,
H3989,2024/09/08,Bhubaneshwar,2763,4,2,Yes,2002,,Rakesh,9163152585,rakesh@yahoo.com,Villa,Y,3,10,19.6932,85.8039,Approved,8470482,Old house
H1422,2020/02/22,Bhubaneshwar,2173,2,1,No,2028,4575240,Unknown,98765abcde,unknown@gmail.com,APT,N,2,5,19.892,85.5701,Approved,10745294,
H7260,17/10/21,Cuttack,3828,2,3,Yes,2028,8298272,Rakesh,8630722449,rakesh@gmail,Apartment,Y,3,12,20.2467,86.1915,Rejected,14956124,Good property
H6871,08/06/21,Puri,3550 sqft,3,1,Yes,2028,14041710,Rakesh,0000000000,rakesh#gmail.com,House,Y,1,13,20.3215,86.4655,Approved,7519443,Suspicious price
H4466,2022/01/30,Puri,3681,2,2,Yes,2028,10566979,Rajesh,98765abcde,rajesh#gmail.com,Apartment,Y,Ground,12,19.8263,85.7479,Pending,4763275,Old house
H2762,13/08/22,Bhubaneshwar,3259,2,2,No,2028,3211874,Rajesh,98765abcde,rajesh@outlook.com,APT,N,0,9,20.0489,86.1952,Pending,8768096,Good property
H1744,2022/06/26,Khordha,1181,Two,4,N,2028,10687743,Unknown,98765abcde,unknown@gmail,Apartment,N,0,1,19.5211,86.4223,Rejected,9909707,Suspicious price
H4103,2022-01-18,Puri,3469,2,2,YES,1998,5.0M,Vikas,0000000000,vikas@yahoo.com,House,No,Ground,12,20.4761,85.5966,Approved,12401150,Good property
H1254,12/04/25,Bhubaneshwar,1434,1,1,N,2028,5311346,Meena,8489181744,meena@gmail,Flat,N,2,6,19.7393,86.176,Rejected,10838597,
H1755,2021/07/09,BBSR,2902,1,1,No,1980,12200487,Sunita,9932340786,sunita@gmail,APT,Y,3,8,19.6429,85.8862,Rejected,10345084,
H7440,2022/03/22,Puri,1768,3,2,Y,2003,11063685,Sunita,0000000000,sunita@gmail,House,Yes,2,7,20.2015,85.7802,Pending,8799140,
H6729,2023-05-05,Khordha,3363,2,2,Y,1982,10370113,Pooja,0000000000,pooja#gmail.com,APT,Yes,1,15,20.0416,85.6281,Approved,12545554,Good property
H4002,2023-11-02,Bhubaneswar,1058 sqft,Three,3,Y,2003,9724467,Unknown,7557121517,unknown@gmail,House,N,1,15,20.3384,86.0881,Approved,7682012,
H6435,2023/04/28,Bhubaneswar,3133,4,2,YES,2028,2694966,Arun,0000000000,arun#gmail.com,Villa,N,Ground,3,20.1088,85.6853,Rejected,14305055,
H5558,23/05/21,Bhubaneshwar,1663,3,1,YES,1997,6089849,Amit,0000000000,amit@gmail.com,Flat,Yes,1,13,20.4609,85.6664,Approved,11740836,
H7416,11/06/24,BBSR,606,1,4,No,2028,9.8M,Unknown,8075002101,unknown@gmail.com,Apartment,Yes,3,5,20.3029,86.0545,Pending,11302934,Good property
H0216,2023/06/11,Khordha,1068,3,2,Y,1989,4.2M,Unknown,8419257420,unknown#gmail.com,Flat,Y,3,3,20.4568,85.5354,Rejected,8819990,
H7768,15/12/22,Khordha,3602,Three,1,No,2028,10597842,Meena,9493493117,meena@gmail,Flat,N,1,8,20.3801,85.6174,Pending,2848368,Suspicious price
H6256,06/04/22,Puri,858,4,3,YES,2002,12740367,Arun,0000000000,arun@gmail.com,House,Yes,3,5,20.125,85.576,Approved,11331334,Suspicious price
H6114,2022-07-03,BBSR,3839,2,2,YES,2028,6.8M,Meena,0000000000,meena@gmail,Apartment,Yes,2,5,20.426,86.0993,Approved,14663382,
H0832,2022-04-14,Bhubaneswar,1724 sqft,Two,4,N,2028,2737021,Amit,8828600145,amit@gmail,Apartment,No,0,12,19.5298,85.8871,Pending,10976519,Suspicious price
H6609,2024/10/31,Cuttack,1875,2,2,Y,2028,14618160,Pooja,98765abcde,pooja@gmail,Flat,N,1,12,19.6056,86.4703,Pending,6624452,
H3608,2024-02-01,Bhubaneshwar,1808,1,2,Yes,1993,9118200,Arun,0000000000,arun@gmail,Flat,No,G,10,19.6965,85.557,Pending,8098282,
H1949,2022/05/04,Bhubaneswar,3200,Two,1,YES,2028,3737717,Rajesh,0000000000,rajesh@yahoo.com,Flat,N,2,9,20.0734,85.6353,Pending,3753089,Suspicious price
H5083,2020/08/07,Bhubaneshwar,1624,3,3,No,1987,4911255,Vikas,8726344215,vikas@gmail,Villa,N,G,13,19.5113,85.5504,Rejected,6270749,
H6563,2023/05/19,Cuttack,1722,Three,1,N,1990,6487977,Arun,7151792466,arun@gmail.com,House,N,Ground,5,20.4606,85.8566,Rejected,11595440,
H0276,22/05/22,BBSR,1702 sqft,3,2,Y,2028,11777750,Meena,8934066569,meena@gmail,House,Y,Ground,6,20.1074,86.3778,Approved,13368270,
H1860,07/11/23,Bhubaneshwar,3808,Three,3,N,2028,12522815,Sunita,0000000000,sunita@gmail,APT,N,2,7,20.4247,85.9122,Rejected,3824237,Old house
H5257,25/10/22,Khordha,3634,Three,2,No,2028,10385741,Arun,98765abcde,arun#gmail.com,Apartment,Yes,0,12,20.3031,86.1046,Pending,12427686,
H2274,15/06/22,Bhubaneshwar,767,1,4,YES,1995,3761324,Arun,9834868926,arun#gmail.com,APT,Yes,0,7,20.0529,85.6448,Approved,5090886,Good property
H2760,2023/11/30,BBSR,2053 sqft,1,2,N,2028,11299969,Arun,0000000000,arun@outlook.com,House,Yes,2,3,19.7577,86.2346,Rejected,3766706,
H7109,11/11/21,Khordha,522 sqft,Three,4,YES,2009,2127699,Pooja,0000000000,pooja@gmail,House,Y,0,6,19.5009,85.7103,Rejected,11223327,
H1081,2020/03/12,Bhubaneswar,1644,4,2,YES,1987,8638362,Amit,7676920473,amit#gmail.com,APT,N,1,9,20.3751,86.2988,Approved,4780551,Old house
H4985,2022/01/20,Puri,1117,1,4,N,1990,4295365,Unknown,8949902450,unknown@outlook.com,APT,No,G,15,20.1122,86.0959,Approved,3195374,
H7791,2024/05/30,Cuttack,2325,Three,2,Yes,2028,5.3M,Unknown,7210060229,unknown@gmail,Flat,Y,Ground,14,20.1155,85.5656,Pending,13557051,Good property
H2364,13/09/22,Khordha,1309,Two,3,Yes,2001,4863421,Rajesh,0000000000,rajesh#gmail.com,House,Y,Ground,4,20.1044,86.305,Rejected,9407261,Good property
H3192,2023/03/02,Cuttack,3580,3,1,Yes,2010,2374750,Vikas,0000000000,vikas@gmail,House,No,3,14,19.9692,85.5327,Rejected,12491041,
H0860,2021/01/18,Khordha,616,Three,3,No,2024,2444063,Arun,9395102020,arun#gmail.com,APT,N,Ground,3,20.1093,85.6814,Pending,5560390,Good property
H0729,2022-01-27,BBSR,1534,2,4,Y,2012,7258471,Sunita,98765abcde,sunita@gmail,Apartment,Yes,2,1,19.5515,86.4134,Rejected,8867660,Old house
H3418,2023-06-16,Khordha,2798,1,2,N,1984,14.6M,Amit,0000000000,amit@gmail,Flat,No,G,4,19.5716,85.8974,Pending,13294302,Good property
H0317,04/05/20,Cuttack,2093,4,4,YES,2028,10663083,Vikas,0000000000,vikas@gmail,House,Y,1,14,19.7723,86.3549,Approved,7272002,
H6040,14/06/20,Bhubaneshwar,3209,Two,3,Yes,1998,11049914,Unknown,8240800438,unknown#gmail.com,APT,Yes,2,10,19.7264,85.5371,Approved,9891988,
H4105,10/10/24,Puri,3104 sqft,Three,3,No,2025,4.3M,Unknown,98765abcde,unknown#gmail.com,APT,Yes,1,7,19.6205,86.2367,Approved,4846751,Suspicious price
H1278,2021/02/17,Cuttack,1905,Two,4,Yes,2025,13.5M,Arun,98765abcde,arun#gmail.com,Flat,Y,0,4,19.661,85.5897,Rejected,14274237,Old house
H2611,2024/07/19,BBSR,635,4,3,Yes,2028,8338300,Meena,0000000000,meena@gmail.com,Apartment,Yes,2,8,20.2757,85.8912,Rejected,8527197,Suspicious price
H4074,03/02/24,Khordha,1082 sqft,2,1,Y,2011,10726469,Vikas,9391233878,vikas@gmail,Flat,No,Ground,5,19.802,86.2876,Rejected,13046862,Old house
H4489,05/04/25,Khordha,3028,1,1,N,1998,4146184,Sunita,0000000000,sunita@gmail,House,N,0,8,20.4852,86.264,Pending,13651965,Suspicious price
H6727,2024/10/18,Bhubaneshwar,2146,1,4,No,2019,8335396,Arun,8690338303,arun@gmail,Villa,Y,1,13,19.5073,86.4801,Approved,9291050,
H7478,2021-07-25,Puri,890,4,2,N,2000,10094030,Rakesh,8067565311,rakesh@gmail.com,Apartment,Y,2,8,20.4942,86.3788,Approved,3755134,Good property
H3886,2020-11-17,Khordha,2054,2,3,No,2028,5928822,Amit,98765abcde,amit@outlook.com,House,Y,0,3,19.6928,85.9828,Approved,9768411,Good property
H5288,2024/10/07,Bhubaneshwar,923,4,2,No,2028,5368024,Meena,8711555874,meena#gmail.com,Villa,Y,0,12,20.4807,86.499,Rejected,12390953,Old house
H4150,2021-04-27,Puri,3718,1,1,N,2019,13224287,Arun,98765abcde,arun@outlook.com,Apartment,N,G,2,19.9496,85.8316,Pending,8031250,Good property
H2626,2024-07-08,Khordha,803,2,4,YES,1993,12831933,Pooja,98765abcde,pooja@gmail,Apartment,N,3,3,20.258,85.7623,Pending,10894649,Old house
H2412,2024/12/26,Bhubaneshwar,592,3,1,N,2028,2494140,Sunita,98765abcde,sunita@gmail,APT,No,2,8,19.5246,85.8683,Approved,11287367,Good property
H7301,2021/09/19,Khordha,3919,2,2,YES,2009,2611524,Rakesh,98765abcde,rakesh@gmail.com,Apartment,Yes,Ground,13,20.1707,86.2517,Approved,13841516,
H4952,2024/01/11,Bhubaneshwar,1007,Two,2,No,2028,4149555,Arun,98765abcde,arun#gmail.com,Flat,No,1,9,20.4281,86.4815,Rejected,14039685,Good property
H2581,2024-09-19,Bhubaneswar,2198,3,2,N,2028,4773138,Unknown,98765abcde,unknown#gmail.com,Apartment,No,2,11,19.9894,86.2347,Approved,12192441,Good property
H2389,2024-07-19,Puri,1545,4,4,N,2028,6816010,Rakesh,98765abcde,rakesh@gmail.com,APT,Yes,2,4,19.9638,85.7244,Pending,11097490,Old house
H4345,2024/03/07,Puri,1771,3,4,Y,2028,4068665,Vikas,7063138194,vikas#gmail.com,House,N,3,1,19.7362,86.4466,Rejected,7642829,
H4528,2025/05/31,Cuttack,2454 sqft,Three,1,No,2015,14164069,Arun,9060500719,arun@gmail,Villa,Yes,G,5,19.6658,86.348,Approved,10852755,
H6555,2024-06-11,Cuttack,3215,4,2,YES,2028,5.6M,Pooja,98765abcde,pooja@gmail.com,APT,Y,3,7,19.6943,86.3123,Pending,9979929,
H1602,02/06/20,Cuttack,1742,Three,1,N,2008,12460610,Rajesh,0000000000,rajesh@gmail.com,House,N,Ground,1,20.0265,86.3015,Approved,7244341,
H2187,2021/07/14,Bhubaneswar,2372 sqft,Two,2,YES,2021,12945291,Amit,0000000000,amit@gmail.com,Villa,Y,G,3,19.8939,85.6475,Pending,12226169,
H2428,2021-03-24,Cuttack,1867 sqft,4,4,Yes,2013,5135198,Rajesh,8893645241,rajesh@gmail,APT,N,G,9,19.7789,86.288,Rejected,4169982,
H1778,30/03/23,BBSR,2427 sqft,Two,4,No,2028,14118070,Arun,0000000000,arun@gmail,Villa,No,3,8,19.7392,86.0673,Rejected,12093158,
H6274,2023/11/21,Khordha,1343 sqft,Three,4,N,2028,12513178,Vikas,9338037248,vikas@outlook.com,House,No,Ground,1,19.7948,85.505,Pending,6553234,Suspicious price
H7124,2020-06-10,Bhubaneshwar,2446,Three,4,YES,1988,4.1M,Sunita,98765abcde,sunita#gmail.com,House,Yes,Ground,1,19.8441,85.6654,Pending,9368918,
H5489,2022-10-28,Bhubaneswar,1952 sqft,Two,2,Yes,1986,14446878,Rajesh,98765abcde,rajesh@gmail,Villa,Yes,1,7,19.8723,85.7614,Approved,12310947,
H0407,2025/06/13,Puri,3476,Two,3,YES,2028,2311147,Vikas,0000000000,vikas#gmail.com,House,N,2,12,20.3975,85.9468,Pending,7236160,
H6981,29/02/24,Cuttack,2522,2,2,No,2021,12408997,Pooja,9872773518,pooja@gmail,Flat,Y,Ground,10,19.5993,85.6053,Approved,8295098,
H5460,14/04/25,Cuttack,2621 sqft,Three,3,Yes,1994,5229163,Vikas,0000000000,vikas#gmail.com,House,Y,Ground,9,20.4726,86.1876,Rejected,2723142,
H6439,2020-12-15,Bhubaneshwar,1380,Three,2,No,2021,12692938,Vikas,0000000000,vikas@gmail,APT,Yes,0,12,20.1135,86.0954,Rejected,13073630,Old house
H5320,2021-09-17,Khordha,2741,3,3,Y,2028,5449101,Unknown,8163821511,unknown@yahoo.com,APT,Y,3,9,20.4682,85.8823,Pending,2946761,Suspicious price
H2288,28/07/24,Cuttack,1491,Two,2,Yes,2028,14.8M,Arun,98765abcde,arun@gmail,Flat,N,Ground,9,20.2396,86.3406,Approved,9335912,
H2168,16/06/21,Cuttack,3941 sqft,Three,4,Y,2028,8.2M,Rajesh,0000000000,rajesh@yahoo.com,Villa,Yes,Ground,15,19.7642,85.6409,Approved,4345061,
H5973,2020/09/06,Khordha,3557,2,2,No,2014,13022979,Vikas,8992501276,vikas@gmail.com,Apartment,Yes,G,6,19.8432,85.7689,Rejected,7282123,Suspicious price
H1642,24/04/21,Cuttack,617,1,1,YES,2028,2.3M,Pooja,8947802218,pooja@outlook.com,Flat,Yes,0,14,20.1883,85.5757,Pending,10587809,Suspicious price
H3810,2020/10/25,BBSR,3944,4,1,Y,2023,7899108,Sunita,98765abcde,sunita@gmail,Villa,No,1,4,19.5238,86.4659,Pending,10179630,
H1865,2023/06/21,BBSR,598,3,4,Y,2028,6399093,Unknown,98765abcde,unknown@gmail,House,Yes,Ground,4,19.8224,85.6162,Pending,3916602,
H1685,2024/11/21,Cuttack,3374,3,1,YES,2008,5024383,Amit,9512175369,amit@gmail,Flat,Yes,G,11,20.0181,86.2691,Approved,14395370,Suspicious price
H3506,2021-05-19,Bhubaneshwar,3661,4,4,Y,2028,10527445,Amit,98765abcde,amit@gmail,Apartment,Yes,1,10,19.9678,85.5079,Approved,11687653,
H6270,2022-03-19,Puri,3300,1,2,YES,2028,3745210,Vikas,0000000000,vikas@outlook.com,APT,Y,3,5,20.2434,86.3443,Pending,14027243,Suspicious price
H5434,2025/01/02,BBSR,3209,3,2,Yes,2022,12770460,Sunita,98765abcde,sunita@gmail,Apartment,No,G,4,19.7946,86.2201,Rejected,10767882,Suspicious price
H3191,2021/10/05,Khordha,948 sqft,1,3,Y,2028,8696260,Unknown,0000000000,unknown@outlook.com,Flat,Y,Ground,9,19.5942,86.2093,Rejected,12484558,
H1814,2022-09-20,Bhubaneshwar,635 sqft,Three,1,N,1990,11.0M,Vikas,98765abcde,vikas@outlook.com,APT,Y,Ground,11,20.1391,86.4483,Rejected,13386391,
H4489,2025-02-28,BBSR,2726 sqft,3,2,YES,1983,6722672,Rakesh,0000000000,rakesh@gmail.com,APT,N,0,9,20.3384,85.8723,Approved,14042590,
H4958,2025/01/28,Bhubaneswar,3895 sqft,Three,1,N,2028,13740456,Rajesh,0000000000,rajesh@gmail,House,No,G,14,20.3366,86.2792,Pending,9231621,Suspicious price
H6302,19/06/24,Cuttack,3029,2,2,Y,2028,13.2M,Vikas,98765abcde,vikas#gmail.com,Villa,N,3,4,19.5834,85.8058,Rejected,5435321,
H5670,2024/12/23,Khordha,798,3,1,YES,2028,14854316,Amit,0000000000,amit@outlook.com,Flat,N,2,10,20.4154,85.6742,Pending,12795143,Good property
H0585,2022/08/26,Bhubaneswar,1193,Two,4,N,2022,5509518,Arun,0000000000,arun#gmail.com,Apartment,No,2,7,20.3624,85.8257,Pending,3318340,Suspicious price
H0933,2021-10-22,Khordha,1051 sqft,1,4,YES,2028,7334700,Unknown,8588298280,unknown@gmail.com,Villa,N,1,6,20.2542,86.341,Pending,3130043,
H0603,2020-08-14,Cuttack,1693,Three,2,N,2028,7.6M,Meena,0000000000,meena@yahoo.com,House,Y,Ground,4,19.5427,86.084,Pending,9956187,Old house
H5691,2020-05-12,Khordha,769,Three,4,YES,2021,13892869,Meena,0000000000,meena#gmail.com,APT,No,3,14,20.1545,86.2242,Pending,14030572,Suspicious price
H6844,2025-06-09,Bhubaneshwar,3625,4,3,Yes,2028,9.2M,Vikas,98765abcde,vikas#gmail.com,Flat,Y,2,13,20.2143,86.2524,Rejected,5800440,
H5957,2022-02-15,Bhubaneswar,1124,1,4,N,2028,13731987,Amit,0000000000,amit@gmail,Flat,No,3,7,20.021,86.0015,Approved,12361950,Old house
H3963,23/02/22,Bhubaneshwar,1238,Three,3,N,2028,5711450,Pooja,0000000000,pooja@outlook.com,APT,No,G,2,19.7288,86.1626,Approved,10459533,Old house
H7492,2020/06/10,Cuttack,1868,2,2,Y,2023,14716362,Arun,0000000000,arun@gmail.com,Flat,N,0,15,19.7662,86.1507,Pending,3291584,Old house
H0558,2023-06-04,Bhubaneswar,2697,Two,4,Y,2028,11558029,Vikas,98765abcde,vikas@yahoo.com,APT,No,G,14,19.5952,85.9391,Rejected,8677593,Suspicious price
H5571,2024-03-08,BBSR,2653,3,1,YES,1991,3756216,Vikas,7835554626,vikas#gmail.com,APT,No,0,7,19.9946,85.6633,Rejected,12795991,Old house
H6144,30/05/20,Puri,3481,1,2,No,2028,2409776,Sunita,0000000000,sunita#gmail.com,Apartment,No,2,4,19.9871,86.3684,Pending,3079095,Good property
H7190,2020-10-04,Cuttack,1265,4,4,YES,2028,9859810,Meena,98765abcde,meena@outlook.com,APT,Y,1,8,20.3755,86.4476,Rejected,14274291,Suspicious price
H5998,2021-03-05,Khordha,2289,1,3,Yes,2028,4198743,Arun,0000000000,arun#gmail.com,Flat,Yes,G,12,20.3517,86.0546,Rejected,7774385,Old house
H3720,2025/04/26,Puri,1736,4,3,Yes,1988,13641272,Amit,98765abcde,amit#gmail.com,Villa,Y,2,12,20.0738,85.8441,Rejected,6275354,
H3559,2020/04/13,Bhubaneswar,2374,2,2,Y,1988,12637245,Vikas,0000000000,vikas@outlook.com,APT,Y,G,2,20.1944,85.7186,Rejected,2159435,
H2249,09/11/23,Puri,2345,2,3,No,2028,10955570,Pooja,0000000000,pooja@yahoo.com,Villa,Y,G,14,20.3429,85.9301,Pending,13510677,
H1622,2024-07-13,Khordha,3346,2,3,YES,2013,10.4M,Sunita,8581088121,sunita@gmail,Villa,Yes,Ground,6,20.4114,85.9492,Approved,12440163,Old house
H3359,13/10/21,BBSR,3058,3,4,Yes,2028,11258227,Pooja,7122783133,pooja@gmail,APT,Y,G,4,19.6797,86.2246,Approved,9768249,
H4249,13/02/20,Puri,1286,3,3,YES,2007,4.2M,Vikas,98765abcde,vikas#gmail.com,Villa,Y,3,4,19.8249,86.2097,Approved,4189097,Old house
H7451,2024-02-14,Cuttack,1968,Three,1,Y,2028,6580025,Amit,98765abcde,amit#gmail.com,Villa,No,1,8,19.66,85.6448,Rejected,2877910,Old house
H6710,07/06/23,Bhubaneswar,3809,Two,3,No,2028,11952311,Vikas,0000000000,vikas@gmail,Flat,Yes,2,5,20.0301,85.746,Rejected,6462236,Old house
H5182,2023/02/14,Bhubaneswar,950,4,3,YES,2028,7380773,Arun,8707794453,arun@outlook.com,House,No,3,8,20.3918,86.1768,Rejected,4587037,Good property
H5596,11/01/20,Khordha,2349,2,3,N,2003,7837160,Vikas,8270496253,vikas@gmail,Apartment,Y,1,5,19.5551,86.457,Rejected,10705782,Old house
H7385,2024-02-28,Bhubaneshwar,681,1,1,No,1992,2523700,Meena,0000000000,meena#gmail.com,Villa,Y,3,5,19.9266,86.3471,Pending,11966306,
H2094,2025/05/02,Khordha,2096,3,3,Yes,2028,13756569,Amit,7388455993,amit@yahoo.com,APT,Yes,1,4,19.515,86.1176,Rejected,13371366,Old house
H4300,22/06/22,Khordha,2334,Two,1,Yes,2028,14630123,Rakesh,0000000000,rakesh#gmail.com,Flat,N,0,3,19.8198,85.906,Pending,8575441,
H1180,2024-09-05,Khordha,2283,4,1,No,2009,9718250,Rajesh,7172028676,rajesh#gmail.com,APT,Y,1,12,19.97,86.1505,Pending,13577616,Suspicious price
H4757,2020/09/19,Puri,2118,Three,4,N,2028,12677752,Pooja,98765abcde,pooja#gmail.com,Flat,N,Ground,15,19.9944,86.4449,Rejected,5956736,Old house
H5887,2023-05-22,Cuttack,817,2,4,No,2005,6155608,Rakesh,0000000000,rakesh#gmail.com,APT,Y,0,9,19.8205,85.831,Rejected,11581458,Old house
H2562,2024-01-28,Cuttack,3659,2,4,Y,1981,9.9M,Unknown,0000000000,unknown#gmail.com,Flat,No,Ground,9,20.1281,85.5273,Approved,4232704,
H1029,30/05/25,Puri,3822,3,1,Y,2010,4751026,Pooja,8930350569,pooja@gmail,House,N,2,13,20.1361,86.4928,Pending,10122754,Suspicious price
H7433,16/12/21,Bhubaneswar,1258,1,3,Yes,2028,4621905,Meena,0000000000,meena#gmail.com,Villa,Y,Ground,2,20.0552,85.7974,Rejected,12006816,
H3771,25/01/23,Puri,2207,2,3,No,2028,13.1M,Meena,9253813224,meena@gmail,Flat,No,G,6,20.3365,86.0025,Pending,6076243,
H7797,2023-04-22,Bhubaneshwar,3818,Two,3,Yes,2028,9511573,Pooja,9800845538,pooja@gmail,Flat,Yes,2,11,19.893,86.4212,Approved,10048856,
H2206,2020-06-12,Puri,3109,3,1,Yes,2028,15.0M,Arun,98765abcde,arun@gmail,House,Y,1,13,19.752,85.5291,Rejected,14887276,Suspicious price
H5550,2022-01-12,Bhubaneshwar,1703,3,4,N,2028,10.4M,Arun,9778101525,arun@gmail,House,N,2,5,19.5032,85.5671,Approved,7658441,Good property
H3960,31/03/24,Puri,3242,2,4,Y,2028,2261922,Unknown,0000000000,unknown@gmail,House,N,G,5,20.3559,86.4821,Rejected,9108009,
H3574,2020-11-04,Bhubaneswar,1806,Three,1,Yes,2008,3492145,Meena,7481405913,meena@yahoo.com,Villa,No,0,13,19.5937,86.1855,Approved,3311079,Good property
H7395,09/12/23,Puri,894,4,4,No,2028,2352704,Pooja,0000000000,pooja@gmail.com,Flat,N,Ground,14,19.6608,86.0285,Approved,14458384,Good property
H1747,2025-01-26,Bhubaneswar,3331 sqft,4,2,YES,2028,3.2M,Amit,9021115539,amit@yahoo.com,House,Yes,1,4,20.4963,86.268,Rejected,8384858,Suspicious price
H0003,08/02/24,Bhubaneshwar,3348,1,4,YES,2028,12565740,Rakesh,0000000000,rakesh@yahoo.com,APT,Yes,G,6,20.3058,85.8459,Approved,7164066,Suspicious price
H0308,2025/01/25,BBSR,3224 sqft,4,2,N,2010,7148791,Meena,98765abcde,meena#gmail.com,House,N,0,2,20.3179,86.1444,Rejected,10320323,
H6656,2022/11/09,BBSR,687,1,2,N,2028,5535344,Rajesh,98765abcde,rajesh#gmail.com,Apartment,No,1,10,19.6976,85.5552,Rejected,4075194,
H6264,30/04/25,Khordha,2328,1,4,N,2028,10310515,Sunita,9211173127,sunita@gmail,House,Y,G,6,20.4821,86.4885,Rejected,3639366,
H0505,2022/04/11,Cuttack,3961,4,1,Y,2025,2096464,Unknown,0000000000,unknown#gmail.com,Apartment,No,1,5,19.9008,86.4079,Pending,7961357,
H3639,2023-06-30,Cuttack,2271,Three,2,Y,1980,8782106,Meena,7534868759,meena#gmail.com,APT,Y,G,8,19.7033,85.5475,Approved,7004340,Good property
H4026,04/02/20,BBSR,1039,Three,4,N,2025,4569063,Rajesh,98765abcde,rajesh#gmail.com,APT,No,Ground,2,20.2517,85.8164,Rejected,12451808,
H5845,2020-01-23,BBSR,791,Two,4,YES,2024,5.0M,Amit,9202838800,amit@gmail.com,House,No,3,9,20.0052,86.3055,Rejected,2941495,Old house
H7741,2023-10-16,Bhubaneshwar,1076,4,3,Y,1989,14508666,Arun,0000000000,arun@outlook.com,Villa,No,1,15,19.7827,85.8435,Pending,7404919,
H0740,02/11/21,BBSR,3637,Two,3,N,2018,10085026,Rakesh,7787537038,rakesh@gmail.com,Villa,Yes,G,14,20.3756,86.1791,Approved,5560233,Suspicious price
H5523,2024-11-05,Cuttack,2755,3,3,N,2028,8.8M,Vikas,0000000000,vikas@yahoo.com,Apartment,No,0,10,20.3219,85.6204,Rejected,14461462,Good property
H3745,19/09/23,Puri,2192,Three,4,N,2006,12373440,Vikas,98765abcde,vikas@yahoo.com,Villa,N,Ground,11,19.878,85.923,Approved,13578661,Old house
